"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2014","2014",74.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2015","2015",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2016","2016",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2017","2017",75.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1960","1960",75.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1961","1961",75.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1962","1962",75.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1963","1963",75.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1964","1964",76.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1965","1965",76.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1966","1966",76.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1967","1967",76.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1968","1968",76.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1969","1969",76.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1970","1970",76.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1971","1971",76.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1972","1972",76.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1973","1973",77.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1974","1974",77.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1975","1975",77.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1976","1976",77.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1977","1977",78.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1978","1978",78.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1979","1979",78.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1980","1980",79.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1981","1981",79.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1982","1982",79.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1983","1983",79.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1984","1984",79.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1985","1985",79.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1986","1986",79.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1987","1987",80.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1988","1988",80.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1989","1989",80.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1990","1990",80.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1991","1991",80.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1992","1992",80.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1993","1993",80.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1994","1994",80.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1995","1995",80.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1996","1996",80.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1997","1997",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1998","1998",80.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","1999","1999",80.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2000","2000",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2001","2001",80.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2002","2002",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2003","2003",81,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2004","2004",81.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2005","2005",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2006","2006",82,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2007","2007",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2008","2008",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2009","2009",82.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2010","2010",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2011","2011",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2012","2012",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2013","2013",83.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2014","2014",83.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2015","2015",83.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NLD","Netherlands","2016","2016",83.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1960","1960",71.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1961","1961",71.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1962","1962",71.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1963","1963",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1964","1964",71.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1965","1965",71.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1966","1966",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1967","1967",71.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1968","1968",70.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1969","1969",70.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1970","1970",70.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1971","1971",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1972","1972",70.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1973","1973",71.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1974","1974",71.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1975","1975",71.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1976","1976",71.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1977","1977",72.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1978","1978",72,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1979","1979",72.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1980","1980",72.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1981","1981",72.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1982","1982",72.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1983","1983",72.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1984","1984",73,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1985","1985",73.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1986","1986",73.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1987","1987",73.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1988","1988",73.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1989","1989",73.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1990","1990",73.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1991","1991",74.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1992","1992",74.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1993","1993",74,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1994","1994",74.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1995","1995",74.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1996","1996",74.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1997","1997",75.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1998","1998",75.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","1999","1999",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2000","2000",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2001","2001",75.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2002","2002",76,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2003","2003",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2004","2004",76.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2005","2005",77.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2006","2006",77.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2007","2007",78.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2008","2008",78.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2009","2009",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2010","2010",78.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2011","2011",79.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2012","2012",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2013","2013",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2014","2014",80,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2015","2015",79.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NLD","Netherlands","2016","2016",80,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1960","1960",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1961","1961",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1962","1962",73.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1963","1963",73.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1964","1964",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1965","1965",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1966","1966",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1967","1967",73.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1968","1968",73.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1969","1969",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1970","1970",73.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1971","1971",73.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1972","1972",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1973","1973",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1974","1974",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1975","1975",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1976","1976",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1977","1977",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1978","1978",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1979","1979",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1980","1980",75.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1981","1981",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1982","1982",76.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1983","1983",76.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1984","1984",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1985","1985",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1986","1986",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1987","1987",76.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1988","1988",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1989","1989",76.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1990","1990",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1991","1991",77.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1992","1992",77.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1993","1993",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1994","1994",77.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1995","1995",77.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1996","1996",77.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1997","1997",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1998","1998",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1999","1999",77.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2000","2000",78.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2001","2001",78.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2002","2002",78.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2003","2003",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2004","2004",79.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2005","2005",79.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2006","2006",79.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2007","2007",80.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2008","2008",80.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2009","2009",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2010","2010",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2011","2011",81.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2012","2012",81.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2013","2013",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2014","2014",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2015","2015",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","2016","2016",81.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1961","1961",73.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1962","1962",73.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1963","1963",74,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1964","1964",74.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1965","1965",74.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1966","1966",74.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1967","1967",74.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1968","1968",74.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1969","1969",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1970","1970",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1971","1971",74.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1972","1972",74.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1973","1973",74.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1974","1974",75.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1975","1975",75.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1976","1976",75.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1977","1977",75.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1978","1978",75.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1979","1979",76,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1980","1980",76.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1981","1981",76.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1982","1982",76.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1983","1983",76.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1984","1984",76.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1985","1985",77,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1986","1986",77.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1987","1987",77.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1988","1988",77.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1989","1989",78.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1990","1990",78.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1991","1991",78.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1992","1992",78.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1993","1993",79.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1994","1994",79.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1995","1995",79.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1996","1996",79.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1997","1997",80,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1998","1998",80.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","1999","1999",80.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2000","2000",80.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2001","2001",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2002","2002",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2003","2003",81.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2004","2004",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2005","2005",81.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2006","2006",82.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2007","2007",82.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2008","2008",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2009","2009",82.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2010","2010",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2011","2011",82.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2012","2012",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2013","2013",83.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2014","2014",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2015","2015",83.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","NZL","New Zealand","2016","2016",83.4,"E","Estimated value"
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1961","1961",68.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1962","1962",68.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1963","1963",68.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1964","1964",68.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1965","1965",68.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1966","1966",68.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1967","1967",68.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1968","1968",68.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1969","1969",68.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1970","1970",68.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1971","1971",68.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1972","1972",68.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1973","1973",68.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1974","1974",68.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1975","1975",68.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1976","1976",69,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1977","1977",69.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1978","1978",69.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1979","1979",69.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1980","1980",70.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1981","1981",70.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1982","1982",70.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1983","1983",70.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1984","1984",70.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1985","1985",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1986","1986",71.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1987","1987",71.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1988","1988",71.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1989","1989",72.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1990","1990",72.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1991","1991",72.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1992","1992",73.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1993","1993",73.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1994","1994",73.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1995","1995",74.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1996","1996",74.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1997","1997",74.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1998","1998",75.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","1999","1999",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2000","2000",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2001","2001",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2002","2002",76.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2003","2003",77,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2004","2004",77.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2005","2005",77.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2006","2006",78,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2007","2007",78.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2008","2008",78.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2009","2009",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2010","2010",78.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2011","2011",79.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2012","2012",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2013","2013",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2014","2014",79.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2015","2015",79.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","NZL","New Zealand","2016","2016",80,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","1961","1961",71.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","1962","1962",71.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NZL","New Zealand","1963","1963",71.2,,
